Agent_X,Agent_Y,Agent_Z
-0.20677343,-140.484,6.328713
-0.20677343,-140.484,6.328713
-0.20677343,-140.484,6.328713
-0.20677343,-140.484,6.328713
-0.20677343,-140.484,6.328713
-0.20677343,-140.484,6.328713
-0.20677343,-140.484,6.328713
-0.20677343,-140.484,6.328713
-0.20677343,-140.484,6.328713
-0.20677343,-140.484,6.328713
-0.20677343,-140.484,6.328713
-0.20677343,-140.484,6.328713
-0.20677343,-140.484,6.328713
-0.20677343,-140.484,6.328713
-0.20677343,-140.484,6.328713
-0.20677343,-140.484,6.328713
-0.20677343,-140.484,6.328713
-0.20677343,-140.484,6.328713
-0.20677343,-140.484,6.328713
-0.20677343,-140.484,6.328713
-0.20364246,-140.4841,6.362436
-0.18976982,-140.48102,6.5257483
-0.1647283,-140.47446,6.81301
-0.12823354,-140.46422,7.210778
-0.08002616,-140.45035,7.718
-0.021279769,-140.43303,8.326936
0.046347186,-140.41241,9.026015
0.12238965,-140.38847,9.814173
0.20671383,-140.36322,10.690484
0.29900444,-140.34067,11.653453
0.4224617,-140.32158,12.658926
0.5878708,-140.30379,13.643317
0.73345107,-140.28563,14.615835
0.8429033,-140.26675,15.579296
0.92542815,-140.24704,16.532436
0.9914571,-140.22699,17.47409
1.047539,-140.20721,18.403559
1.0973927,-140.18791,19.320368
1.1432356,-140.16742,20.22417
1.1840283,-140.14304,21.15276
1.2201875,-140.11253,22.165838
1.2525573,-140.07877,23.251595
1.2822533,-140.04283,24.405102
1.307104,-140.01198,25.62595
1.3246,-140.00021,26.913065
1.3367676,-140.00287,28.264977
1.3452393,-140.01442,29.683218
1.3490088,-140.06197,31.169113
1.3464903,-140.17036,32.715736
1.2996707,-140.29958,34.283787
1.1688583,-140.43973,35.854588
0.97813535,-140.6037,37.473236
0.8478385,-140.77567,39.145786
0.7817182,-140.94586,40.870815
0.76173675,-141.10841,42.647556
0.76715356,-141.27293,44.473656
0.78206813,-141.41968,46.346325
0.7949612,-141.5459,48.263084
0.8044056,-141.65561,50.219185
0.8070066,-141.69801,52.212975
0.7985391,-141.70755,54.247578
0.78620565,-141.01355,54.238094
0.7829533,-140.42516,54.23646
0.78024304,-139.93483,54.2351
0.77807486,-139.54257,54.23401
0.77644867,-139.24838,54.233192
0.7753646,-139.05225,54.232647
0.77482253,-138.9542,54.232376
0.77482253,-138.9542,54.232376
0.7753646,-139.05225,54.232647
0.77644867,-139.24838,54.233192
0.77807486,-139.54257,54.23401
0.78024304,-139.93483,54.2351
0.7829533,-140.42516,54.23646
0.78620565,-141.01355,54.238094
0.79,-141.7,54.24
0.7895966,-141.6766,54.255882
0.7886124,-141.66475,54.286522
0.78753847,-141.65968,54.33078
0.7863045,-141.6577,54.38839
0.7848712,-141.65709,54.459064
0.78321487,-141.65715,54.542534
0.781328,-141.65758,54.63854
0.7791985,-141.65808,54.746826
0.77683896,-141.65837,54.867157
0.774236,-141.6579,54.999336
0.7705566,-141.65775,55.19144
0.76463234,-141.65796,55.50545
0.75642794,-141.65764,55.93405
0.74587303,-141.65645,56.475727
0.73318285,-141.65408,57.117546
0.71851283,-141.65056,57.852715
0.7018674,-141.64606,58.679756
0.6826908,-141.64145,59.55978
0.66140103,-141.63805,60.43223
0.6390392,-141.6359,61.295948
0.61535096,-141.63478,62.18799
0.5869193,-141.63492,63.16689
0.50998175,-141.63588,64.22288
0.38435256,-141.63774,65.34181
0.20176642,-141.64032,66.51912
0.041956596,-141.6412,67.76456
-0.069763884,-141.64035,69.07876
-0.14100239,-141.63908,70.4582
-0.14895324,-141.63733,71.89901
-0.05599943,-141.6335,73.36279
0.12822962,-141.62466,74.792816
0.38418895,-141.61147,76.186554
0.699263,-141.59357,77.54272
1.0180267,-141.56909,78.90218
1.2712077,-141.53978,80.331
1.4217875,-141.50932,81.83199
1.490534,-141.48105,83.39731
1.4970851,-141.46005,85.01773
1.4325415,-141.45284,86.68109
1.2605743,-141.45682,88.38027
1.0116689,-141.47559,90.08676
0.7201967,-141.5111,91.75847
0.411601,-141.55344,93.39925
0.09929023,-141.60503,95.0415
-0.21396552,-141.6693,96.73011
-0.5278751,-141.73819,98.464455
-0.84589374,-141.81403,100.21574
-1.170954,-141.89699,101.93862
-1.4997964,-141.98376,103.63454
-1.8296257,-142.0731,105.306206
-2.1691644,-142.17758,106.980934
-2.5309772,-142.29967,108.69831
-2.912487,-142.42836,110.45734
-3.3112776,-142.53088,112.25525
-3.727741,-142.5084,114.07311
-4.1748857,-142.42648,115.91561
-4.672364,-142.28024,117.778046
-5.222197,-142.08722,119.65723
-5.8503757,-141.85793,121.507195
-6.61235,-141.60754,123.28594
-7.5203433,-141.36319,125.02959
-8.435073,-141.15594,126.80975
-9.321997,-140.97305,128.6423
-10.170262,-140.86159,130.53549
-10.972414,-140.81136,132.48285
-11.7301445,-140.80602,134.48071
-12.452893,-140.88216,136.5251
-13.149009,-140.99982,138.6116
-13.828093,-141.19272,140.73788
-14.49749,-141.45807,142.89539
-15.1144905,-141.73824,145.06987
-15.598802,-142.02286,147.26299
-15.985383,-142.26363,149.5062
-16.455038,-142.428,151.7477
-17.030514,-142.5241,153.95232
-17.717197,-142.54298,156.11395
-18.517757,-142.41794,158.2089
-19.402117,-142.32286,160.22021
-20.377832,-142.19858,162.1301
-21.498281,-142.07533,163.93452
-22.773827,-141.98706,165.66644
-24.03908,-141.92174,167.4413
-25.279057,-141.86887,169.2679
-26.506153,-141.82162,171.13622
-27.758192,-141.79692,172.98888
-29.087471,-141.82803,174.7299
-30.481993,-141.85449,176.35287
-31.817347,-141.83641,178.00307
-33.11051,-141.82417,179.7221
-34.39633,-141.75735,181.47351
-35.718117,-141.65802,183.23276
-37.072983,-141.53685,184.99701
-38.46495,-141.37274,186.75793
-39.90667,-141.19334,188.5024
-41.409733,-140.96222,190.17009
-43.01904,-140.70555,191.65686
-44.768536,-140.46751,192.9405
-46.71732,-140.24902,193.95602
-48.78123,-140.09807,194.82787
-50.859097,-140.06528,195.75275
-52.89242,-140.08888,196.7552
-54.839756,-140.13788,197.86562
-56.757767,-140.195,199.06136
-58.732403,-140.22365,200.14813
-60.754025,-140.24266,201.03969
-62.80734,-140.2598,201.73012
-64.87309,-140.27939,202.22618
-66.96079,-140.3036,202.53282
-69.0702,-140.3293,202.6117
-71.16922,-140.3411,202.53526
-73.30391,-140.34235,202.41737
-75.47892,-140.34378,202.41928
-77.68607,-140.35901,202.51358
-79.92092,-140.381,202.65543
-82.18329,-140.40852,202.8082
-84.47081,-140.43422,202.94106
-86.76462,-140.46059,203.03084
-89.060104,-140.49158,203.04163
-91.35457,-140.514,202.97139
-93.64498,-140.53174,202.81683
-95.9271,-140.54887,202.57031
-98.169624,-140.56638,202.16994
-100.327126,-140.57758,201.5905
-102.38554,-140.57333,200.83952
-104.3416,-140.5582,199.94283
-106.234215,-140.54643,198.94283
-108.11781,-140.54024,197.85822
-110.02186,-140.53584,196.74055
-111.96454,-140.5404,195.62016
-113.96526,-140.54619,194.53839
-116.05914,-140.55684,193.59972
-118.19778,-140.57735,192.76538
-120.35176,-140.59038,191.97125
-122.472275,-140.60397,191.1413
-124.47995,-140.61198,190.1708
-126.378815,-140.61526,189.03796
-128.17389,-140.60779,187.7022
-129.93782,-140.59187,186.27553
-131.7776,-140.57446,184.90683
-133.66301,-140.5596,183.59732
-135.56477,-140.54431,182.31158
-137.45802,-140.52817,181.01337
-139.30772,-140.52437,179.65437
-141.05019,-140.52899,178.16046
-142.65913,-140.54335,176.52426
-144.10143,-140.56499,174.73909
-145.3916,-140.636,172.8421
-146.49417,-140.72504,170.85248
-147.38211,-140.82036,168.77895
-148.07098,-140.92696,166.60324
-148.7595,-141.03699,164.43167
-149.44914,-141.14383,162.30193
-150.12431,-141.23302,160.18047
-150.77403,-141.29184,158.01875
-151.40437,-141.32335,155.82178
-152.00946,-141.30667,153.60744
-152.57585,-141.2675,151.38321
-153.0615,-141.21742,149.15782
-153.38148,-141.16988,146.946
-153.54921,-141.12975,144.76038
-153.57582,-141.08926,142.58221
-153.57076,-141.04497,140.37094
-153.6927,-140.99484,138.13138
-153.90306,-140.94957,135.86711
-154.07896,-140.9156,133.59967
-154.09914,-140.89195,131.34392
-153.96558,-140.86957,129.06604
-153.87321,-140.84549,126.7725
-153.8325,-140.83061,124.47726
-153.80748,-140.82068,122.181755
-153.77226,-140.81241,119.886375
-153.70229,-140.80632,117.59177
-153.58517,-140.79791,115.29918
-153.39647,-140.78505,113.0114
-153.14165,-140.76987,110.730064
-152.82124,-140.75443,108.45699
-152.41156,-140.7396,106.21637
-151.85219,-140.7307,104.02581
-151.17392,-140.72789,101.84154
-150.5767,-140.71642,99.62513
-150.0938,-140.69846,97.38133
-149.75398,-140.68051,95.111336
-149.53946,-140.67885,92.82602
-149.44482,-140.70535,90.5325
-149.4375,-140.77432,88.23783
-149.52661,-140.92772,85.94882
-149.75157,-141.11166,83.67123
-150.10664,-141.29431,81.410225
-150.6018,-141.46397,79.17473
-151.27032,-141.61249,76.98403
-152.15498,-141.74422,74.8701
-153.24066,-141.85039,72.85097
-154.53052,-141.93964,70.954636
-155.989,-142.01399,69.1839
-157.57515,-142.06755,67.52532
-159.2475,-142.11145,65.953224
-160.98036,-142.12923,64.44778
-162.77226,-142.09013,63.01388
-164.62546,-142.06383,61.684223
-166.53346,-142.07938,60.456642
-168.52771,-142.117,59.3258
-170.57463,-142.185,58.2886
-172.6636,-142.27571,57.340355
-174.78175,-142.37802,56.46029
-176.92053,-142.4894,55.63251
-179.07231,-142.58524,54.837288
-181.23224,-142.66629,54.062893
-183.39563,-142.76918,53.300774
-185.55856,-142.92654,52.54592
-187.71878,-143.1382,51.796528
-189.87048,-143.44476,51.05413
-192.01634,-143.79901,50.315434
-194.15431,-144.20511,49.57984
-196.28618,-144.63484,48.83984
-198.4168,-145.09454,48.114048
-200.5578,-145.57053,47.43044
-202.70996,-146.07143,46.801685
-204.87656,-146.58595,46.23627
-207.05191,-147.13206,45.738216
-209.23668,-147.70393,45.315014
-211.44467,-148.23306,44.964664
-213.66837,-148.72354,44.659874
-215.91216,-149.13834,44.398026
-218.17627,-149.47202,44.203552
-220.44922,-149.775,44.07538
-222.72949,-150.04137,44.014656
-225.01074,-150.30603,43.99736
-227.28925,-150.59457,44.008846
-229.56491,-150.90395,44.036957
-231.83324,-151.26369,44.074223
-234.10402,-151.53726,44.12741
-236.39508,-151.65175,44.175728
-238.68848,-151.7599,44.16479
-240.98268,-151.78459,44.089542
-243.27307,-151.76556,43.937164
-245.55739,-151.7279,43.714382
-247.81087,-151.67743,43.38784
-250.01677,-151.6073,42.907116
-252.21495,-151.52107,42.29573
-254.41864,-151.43451,41.72521
-256.58023,-151.34785,41.16392
-258.69855,-151.27673,40.59484
-260.7954,-151.22617,39.98793
-262.9024,-151.20097,39.292843
-264.99817,-151.2516,38.479816
-267.01248,-151.32413,37.496105
-268.8789,-151.39548,36.293602
-270.58273,-151.45804,34.82837
-272.25748,-151.56122,33.28309
-273.91833,-151.67908,31.702011
-275.51794,-151.79967,30.082098
-277.0054,-151.91704,28.378036
-278.3938,-152.01546,26.588417
-279.77094,-152.09726,24.834122
-281.14615,-152.19196,23.08593
-282.5137,-152.30046,21.284025
-283.84213,-152.44096,19.418766
-285.0738,-152.6287,17.489983
-286.2048,-152.83488,15.502436
-287.22565,-153.03877,13.455714
-288.1686,-153.24788,11.372351
-289.042,-153.4763,9.260891
-289.8286,-153.69775,7.1148424
-290.53793,-153.91075,4.941222
-291.17148,-154.11504,2.743468
-291.7013,-154.30487,0.51762676
-292.06708,-154.4787,-1.7422532
-292.2657,-154.60541,-4.0255647
-292.2783,-154.6959,-6.31924
-292.11966,-154.72488,-8.608775
-291.81207,-154.7157,-10.883469
-291.40527,-154.68399,-13.142375
-290.9267,-154.64236,-15.387061
-290.3617,-154.60294,-17.611298
-289.65524,-154.5645,-19.7946
-288.8563,-154.52386,-21.946192
-288.15668,-154.48695,-24.13199
-287.54993,-154.45241,-26.34558
-286.97308,-154.41946,-28.567268
-286.35162,-154.38414,-30.776787
-285.6543,-154.33443,-32.963043
-284.8509,-154.27318,-35.11228
-283.93484,-154.22795,-37.2162
-282.8671,-154.17477,-39.22384
-281.61664,-154.10768,-41.093117
-280.15845,-154.04404,-42.836697
-278.67535,-153.99878,-44.586876
-277.2422,-153.96144,-46.379356
-275.9197,-153.9288,-48.25487
-274.6771,-153.88736,-50.18454
-273.3571,-153.85785,-52.062138
-271.95535,-153.8445,-53.879974
-270.5017,-153.83919,-55.656734
-269.0155,-153.83951,-57.40645
-267.51154,-153.84404,-59.140926
-265.97797,-153.85504,-60.84916
-264.395,-153.86243,-62.48678
-262.75577,-153.84305,-64.040054
-261.02695,-153.80925,-65.527626
-259.21405,-153.71707,-66.931404
-257.3411,-153.60162,-68.25295
-255.42473,-153.48087,-69.47606
-253.44426,-153.36765,-70.55376
-251.3953,-153.26707,-71.48951
-249.37521,-153.16936,-72.38326
-247.36125,-153.0689,-73.25081
-245.31671,-152.96729,-74.04203
-243.23888,-152.87328,-74.69021
-241.10744,-152.78497,-75.25169
-238.97975,-152.68512,-75.91676
-236.85745,-152.57674,-76.67619
-234.72874,-152.46626,-77.49032
-232.58513,-152.36926,-78.304955
-230.41455,-152.28435,-79.04628
-228.2136,-152.14838,-79.6814
-225.98155,-151.98781,-80.19008
-223.73,-151.74913,-80.55874
-221.46327,-151.45985,-80.76463
-219.21141,-151.15697,-80.83242
-216.98483,-150.86397,-80.74141
-214.7435,-150.58585,-80.55872
-212.47911,-150.30173,-80.50133
-210.20233,-150.02231,-80.549065
-207.93015,-149.7175,-80.64621
-205.66139,-149.3953,-80.764366
-203.38992,-149.09302,-80.88362
-201.11516,-148.80316,-80.96614
-198.8393,-148.51279,-81.00395
-196.56175,-148.2334,-80.98685
-194.28554,-147.95844,-80.89689
-192.01471,-147.6968,-80.696686
-189.75407,-147.4507,-80.39015
-187.51038,-147.21916,-79.96839
-185.31328,-147.009,-79.42244
-183.20203,-146.83307,-78.67636
-181.1689,-146.6659,-77.70243
-179.13693,-146.46498,-76.69232
-177.10428,-146.23297,-75.65792
-175.14577,-145.97064,-74.5322
-173.30206,-145.71187,-73.2699
-171.54742,-145.46254,-71.85069
-169.78294,-145.21056,-70.40993
-168.02786,-144.98688,-68.948586
-166.3371,-144.80016,-67.40825
-164.73436,-144.66087,-65.771965
-163.24947,-144.56937,-64.02454
-161.89001,-144.57693,-62.201653
-160.75087,-144.63391,-60.269943
-159.85701,-144.69603,-58.19544
-158.99142,-144.74435,-56.08619
-158.14644,-144.6856,-53.955643
-157.31575,-144.54993,-51.820374
-156.49487,-144.3703,-49.6847
-155.6935,-144.16713,-47.543808
-154.90773,-143.9471,-45.398857
-154.13454,-143.72064,-43.25003
-153.37325,-143.4525,-41.10214
-152.63155,-143.11954,-38.95658
-151.89915,-142.72525,-36.819828
-151.17073,-142.22168,-34.703854
-150.3976,-141.67441,-32.61489
-149.56711,-141.10912,-30.553022
-148.668,-140.53973,-28.521305
-147.67363,-140.00229,-26.525808
-146.55214,-139.48045,-24.594557
-145.3041,-138.96753,-22.740276
-143.92206,-138.45891,-20.982073
-142.38335,-137.97667,-19.353369
-140.64616,-137.5147,-17.9307
-138.73349,-137.0943,-16.739237
-136.6637,-136.71571,-15.828971
-134.47687,-136.44481,-15.196625
-132.2178,-136.22719,-14.876086
-129.93462,-136.01614,-14.86527
-127.66435,-135.85432,-15.151155
-125.44433,-135.6774,-15.698998
-123.305824,-135.4831,-16.506378
-121.23843,-135.30011,-17.516193
-119.22609,-135.14034,-18.709236
-117.264725,-134.96303,-20.040678
-115.34961,-134.75066,-21.4934
-113.45336,-134.52353,-23.02891
-111.56574,-134.30443,-24.62391
-109.76008,-134.03139,-26.325544
-108.19625,-133.71617,-28.235043
-106.91391,-133.42096,-30.316654
-105.86269,-133.07863,-32.54039
-104.85983,-132.65959,-34.797573
-103.79975,-132.23912,-37.06094
-102.70486,-131.81633,-39.33778
-101.61245,-131.39058,-41.64368
-100.524864,-130.96158,-43.978107
-99.42903,-130.52899,-46.33304
-98.33646,-130.09592,-48.689926
-97.2664,-129.6644,-51.04708
-96.20683,-129.2345,-53.39918
-95.14532,-128.80605,-55.74064
-94.082436,-128.37895,-58.07199
-93.028984,-127.9533,-60.398453
-91.99511,-127.52919,-62.72483
-90.96797,-127.10655,-65.04545
-89.93797,-126.6852,-67.3561
-88.90749,-126.26506,-69.65813
-87.88098,-125.84614,-71.95377
-86.862946,-125.42848,-74.24524
-85.86018,-125.01324,-76.52778
-84.8672,-124.60135,-78.7922
-83.87897,-124.19286,-81.0363
-82.89714,-123.78773,-83.26081
-81.92405,-123.38476,-85.46651
-80.96274,-122.98287,-87.65455
-80.01785,-122.58282,-89.82709
-79.08571,-122.18285,-91.98217
-78.161,-121.785126,-94.11788
-77.2431,-121.39034,-96.234116
-76.33278,-120.99886,-98.33125
-75.4322,-120.61067,-100.41096
-74.538895,-120.22342,-102.48847
-73.64953,-119.83624,-104.56767
-72.76194,-119.44907,-106.647644
-71.87497,-119.06193,-108.727875
-70.98818,-118.67479,-110.80821
-70.105194,-118.33867,-112.905
-69.22047,-118.14723,-115.01736
-68.3335,-118.1334,-117.13797
-67.44444,-118.29726,-119.266136
-66.553505,-118.63885,-121.401215
-65.660866,-119.15825,-123.542625
-64.76664,-119.85548,-125.68984
-63.870987,-120.73058,-127.842384
-62.974014,-121.783615,-129.9998
-62.075848,-123.01454,-132.16167
-61.176582,-124.42345,-134.3276
-60.25605,-125.84248,-136.53307
-59.314255,-126.46903,-138.53024
-58.138588,-126.924545,-140.42924
-56.68235,-127.34461,-142.10382
-54.893368,-127.74059,-143.46562
-52.978348,-128.10278,-144.68062
-51.005962,-128.45996,-145.80206
-49.0097,-128.80107,-146.86075
-47.01328,-129.12035,-147.86578
-45.002197,-129.43613,-148.83966
-42.963165,-129.73012,-149.79347
-40.90594,-130.0102,-150.70805
-38.79777,-130.2751,-151.57742
-36.654026,-130.51851,-152.36383
-34.466576,-130.74149,-153.02467
-32.243084,-130.93611,-153.49545
-30.02022,-131.09882,-153.74376
-27.798285,-131.22302,-153.71072
-25.602745,-131.2973,-153.25339
-23.4659,-131.33609,-152.48938
-21.34691,-131.37439,-151.66415
-19.25501,-131.42491,-150.80183
-17.163095,-131.51208,-149.86948
-15.096039,-131.65335,-148.88005
-13.0599575,-131.8903,-147.84482
-11.053412,-132.21442,-146.77553
-9.074245,-132.6046,-145.67682
-7.145824,-133.02509,-144.5296
-5.3137712,-133.44165,-143.2452
-3.5805752,-133.87697,-141.80183
-1.8578106,-134.33287,-140.35205
-0.123256415,-134.80222,-138.92065
1.5952094,-135.2746,-137.48624
3.2328885,-135.73366,-135.959
4.7296634,-136.00267,-134.24492
6.0410743,-136.2257,-132.37401
7.187257,-136.4135,-130.3937
8.189757,-136.5812,-128.33513
9.085726,-136.68921,-126.224014
9.898484,-136.77838,-124.09332
10.652967,-136.87334,-121.9485
11.376726,-136.99078,-119.772606
12.055798,-137.10411,-117.58229
12.663249,-137.16061,-115.3691
13.19471,-137.15385,-113.13597
13.626407,-137.07336,-110.8834
13.8961735,-136.95868,-108.62519
13.947359,-136.87059,-106.36965
13.754047,-136.84564,-104.095055
13.515715,-136.84589,-101.811775
13.253845,-136.86649,-99.53109
12.928416,-136.91066,-97.27659
12.454409,-136.97612,-95.09309
11.833224,-137.0443,-92.96232
11.073509,-137.12857,-90.84411
10.286932,-137.23145,-88.70192
9.641894,-137.33287,-86.50108
9.130355,-137.42574,-84.26496
8.722513,-137.5146,-82.022285
8.377408,-137.61316,-79.779366
8.062838,-137.73924,-77.509224
7.7759714,-137.89952,-75.2504
7.557723,-138.10107,-73.025085
7.4623313,-138.30928,-70.80727
7.454447,-138.50896,-68.55656
7.351463,-138.71571,-66.27864
7.133325,-138.85497,-63.997383
6.816696,-138.95992,-61.725758
6.444019,-139.06828,-59.462734
6.039236,-139.18729,-57.20571
5.6195183,-139.33957,-54.953323
5.1968064,-139.52135,-52.70355
4.778101,-139.7127,-50.45377
4.3601403,-139.90082,-48.203594
3.947683,-140.08739,-45.952286
3.5479808,-140.2769,-43.69892
3.163141,-140.45702,-41.44225
2.8809881,-140.38965,-39.72738
2.884605,-139.72932,-39.68117
2.8876863,-139.16682,-39.641808
2.8902314,-138.70215,-39.609287
2.8922408,-138.3353,-39.583614
2.8937144,-138.06628,-39.56479
2.8946521,-137.89508,-39.55281
2.895054,-137.82172,-39.547676
2.89492,-137.84618,-39.549385
2.8942502,-137.96844,-39.557945
2.8930447,-138.18857,-39.57335
2.891303,-138.5065,-39.595596
2.8890257,-138.92226,-39.62469
2.8862126,-139.43584,-39.660633
2.8828635,-140.04726,-39.70342
2.8791413,-140.56648,-39.7368
2.861561,-140.5576,-39.636257
2.8244917,-140.56902,-39.396576
2.7687776,-140.59438,-39.036327
2.6990533,-140.63002,-38.558884
2.6181264,-140.66946,-37.969772
2.5268652,-140.7111,-37.28201
2.424849,-140.75215,-36.496513
2.3114884,-140.79634,-35.615368
2.1907012,-140.84442,-34.64105
2.0926373,-140.89584,-33.581455
1.9985933,-140.94003,-32.451214
1.8842056,-140.97412,-31.25284
1.7504604,-141.00562,-29.987677
1.6010176,-141.03696,-28.659351
1.448583,-141.05037,-27.270218
1.307105,-141.04614,-25.817455
1.1750286,-141.03526,-24.301613
1.0557364,-141.01996,-22.725435
0.9577752,-141.0004,-21.096409
0.8754859,-140.97748,-19.420792
0.81054074,-140.95825,-17.699318
0.7713364,-140.95262,-15.934598
0.7514821,-140.95117,-14.130861
0.7479682,-140.94519,-12.289292
0.765268,-140.93523,-10.409658
0.797576,-140.92284,-8.492994
0.8414905,-140.89648,-6.5411534
0.8970051,-140.8624,-4.554277
0.88304424,-140.82068,-2.536506
0.5793874,-140.77042,-0.5524147
-0.16480833,-140.70178,1.2430983
-1.169236,-140.6021,2.846348
-2.359926,-140.45589,4.2491493
-3.6520917,-140.19334,5.4506226
-4.977922,-139.75487,6.432944
-6.399629,-139.38405,7.1958547
-7.854957,-139.02184,7.7643127
-9.033501,-138.62471,8.130459
-8.862882,-138.13228,8.191858
-8.735527,-137.7981,8.223909
-8.64837,-137.63101,8.253115
-8.595818,-137.63405,8.280126
-8.572887,-137.80945,8.305469
-8.575214,-138.15877,8.329563
-8.596717,-138.6529,8.3522415
-8.581896,-138.79242,8.362268
-8.565865,-138.80266,8.363153
-8.548168,-138.8069,8.363502
-8.530156,-138.81108,8.364192
-8.512098,-138.81525,8.36487
-8.535488,-138.81075,8.375524
-8.65492,-138.7846,8.42096
-8.864341,-138.73627,8.510786
-9.030126,-138.65594,8.638475
-9.074314,-138.59528,8.723598
-9.077018,-138.57562,8.801968
-9.060489,-138.59102,8.86736
-9.042437,-138.63464,8.929267
-9.041822,-138.67285,9.019599
-9.054948,-138.71587,9.1577215
-9.085093,-138.7104,9.331651
-9.1083145,-138.6882,9.570193
-9.13947,-138.69771,9.889347
-9.1581545,-138.72922,10.311263
-9.126639,-138.73138,10.837932
-9.021378,-138.7332,11.458626
-8.813035,-138.75343,12.155238
-8.479659,-138.79771,12.910278
-8.01577,-138.86855,13.710171
-7.4402566,-138.96594,14.555665
-6.8098693,-139.08598,15.462229
-6.1881084,-139.21448,16.41952
-5.593565,-139.34148,17.394161
-5.0189214,-139.46509,18.381084
-4.4545946,-139.58891,19.37393
-3.8800502,-139.71365,20.382565
-3.3167124,-139.81621,21.44094
